date,hour,temperature (F),dew point (F),heat index (F),surface wind (mph),wind dir,gust,sky cover (%),precip potential (%),rel humidity (%),rain,thunder,time_scraped_est_edt,WS
14/07/2023,20,79,74,79,6,SW,,76,20,85,SChc,SChc,13-07-2023 10:06,KNDZ
14/07/2023,21,77,73,77,6,SW,,74,20,87,SChc,SChc,13-07-2023 10:06,KNDZ
14/07/2023,22,76,73,76,6,SW,,72,20,90,SChc,SChc,13-07-2023 10:06,KNDZ
14/07/2023,23,75,73,75,6,SW,,72,20,94,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,00,74,73,,5,SW,,72,20,97,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,01,74,73,,5,SW,,72,19,97,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,02,74,73,,5,SW,,65,19,97,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,03,74,73,,5,SW,,59,19,97,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,04,74,73,,5,SW,,52,19,97,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,05,74,74,,5,SW,,50,19,100,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,06,74,74,,5,SW,,48,19,100,SChc,SChc,13-07-2023 10:06,KNDZ
15/07/2023,07,76,75,76,5,SW,,47,43,97,Chc,Chc,13-07-2023 10:06,KNDZ
15/07/2023,08,79,75,79,6,SW,,47,43,88,Chc,Chc,13-07-2023 10:06,KNDZ
13/07/2023,09,85,76,94,6,W,,73,63,75,Lkly,Lkly,13-07-2023 10:07,KNSE
13/07/2023,10,86,76,96,6,W,,78,63,72,Lkly,Lkly,13-07-2023 10:07,KNSE
13/07/2023,11,88,76,99,7,W,,80,63,68,Lkly,Lkly,13-07-2023 10:07,KNSE
13/07/2023,12,88,75,98,7,SW,,82,63,66,Lkly,Lkly,13-07-2023 10:07,KNSE
13/07/2023,13,90,75,101,7,SW,,84,81,62,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,14,89,75,99,8,SW,,85,81,64,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,15,89,75,99,8,SW,,85,81,64,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,16,85,75,94,9,SW,,86,81,72,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,17,85,75,94,8,SW,,84,81,72,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,18,85,76,94,7,SW,,82,81,75,Ocnl,Ocnl,13-07-2023 10:07,KNSE
13/07/2023,19,82,76,89,6,SW,,81,28,82,Chc,Chc,13-07-2023 10:07,KNSE
13/07/2023,20,79,75,79,5,SW,,79,28,88,Chc,Chc,13-07-2023 10:07,KNSE
13/07/2023,21,78,75,78,5,SW,,78,28,91,Chc,Chc,13-07-2023 10:07,KNSE
13/07/2023,22,76,74,76,6,SW,,76,28,94,Chc,Chc,13-07-2023 10:07,KNSE
13/07/2023,23,76,74,76,5,SW,,78,28,94,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,00,76,74,76,5,SW,,79,28,94,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,01,76,74,76,5,SW,,81,41,94,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,02,75,74,75,5,SW,,77,41,97,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,03,76,74,76,5,SW,,73,41,94,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,04,75,74,75,6,SW,,69,41,97,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,05,75,75,75,5,SW,,70,41,100,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,06,75,75,75,5,W,,70,41,100,Chc,Chc,13-07-2023 10:07,KNSE
14/07/2023,07,76,76,76,5,W,,71,62,100,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,08,82,77,90,5,W,,77,62,85,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,09,85,77,96,5,W,,83,62,77,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,10,87,77,99,6,W,,89,62,72,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,11,87,77,99,7,W,,87,62,72,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,12,88,76,99,7,SW,,85,62,68,Lkly,Lkly,13-07-2023 10:07,KNSE
14/07/2023,13,90,76,102,7,SW,,83,82,64,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,14,90,76,102,8,SW,,81,82,64,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,15,88,76,99,8,SW,,80,82,68,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,16,85,76,94,9,S,,78,82,75,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,17,84,76,93,8,SW,,83,82,77,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,18,82,76,89,7,SW,,89,82,82,Ocnl,Ocnl,13-07-2023 10:07,KNSE
14/07/2023,19,82,75,89,6,SW,,79,20,79,SChc,SChc,13-07-2023 10:07,KNSE
14/07/2023,20,80,74,84,6,SW,,77,20,82,SChc,SChc,13-07-2023 10:07,KNSE
14/07/2023,21,79,73,79,6,SW,,76,20,82,SChc,SChc,13-07-2023 10:07,KNSE
14/07/2023,22,77,73,77,6,SW,,74,20,87,SChc,SChc,13-07-2023 10:07,KNSE
14/07/2023,23,77,73,77,6,SW,,73,20,87,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,00,76,74,76,5,SW,,72,20,94,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,01,76,74,76,5,SW,,71,18,94,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,02,75,74,75,5,SW,,65,18,97,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,03,75,74,75,6,SW,,59,18,97,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,04,74,74,,6,SW,,53,18,100,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,05,74,74,,6,SW,,51,18,100,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,06,74,74,,6,SW,,49,18,100,SChc,SChc,13-07-2023 10:07,KNSE
15/07/2023,07,76,74,76,6,SW,,47,41,94,Chc,Chc,13-07-2023 10:07,KNSE
15/07/2023,08,79,74,79,6,SW,,47,41,85,Chc,Chc,13-07-2023 10:07,KNSE
13/07/2023,09,87,76,98,5,SW,,69,70,70,Lkly,Lkly,13-07-2023 10:07,KCEW
13/07/2023,10,88,76,99,7,W,,73,70,68,Lkly,Lkly,13-07-2023 10:07,KCEW
13/07/2023,11,89,76,100,7,W,,74,70,66,Lkly,Lkly,13-07-2023 10:07,KCEW
13/07/2023,12,91,75,102,7,W,,76,70,60,Lkly,Lkly,13-07-2023 10:07,KCEW
13/07/2023,13,92,75,103,7,W,,78,79,58,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,14,92,75,103,7,SW,,79,79,58,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,15,91,75,102,8,SW,,81,79,60,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,16,88,75,98,9,SW,,83,79,66,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,17,85,75,94,8,SW,,84,79,72,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,18,85,76,94,8,SW,,84,79,75,Ocnl,Ocnl,13-07-2023 10:07,KCEW
13/07/2023,19,83,76,91,7,SW,,85,26,80,Chc,Chc,13-07-2023 10:07,KCEW
13/07/2023,20,79,75,79,6,SW,,77,26,88,Chc,Chc,13-07-2023 10:07,KCEW
13/07/2023,21,77,75,77,6,SW,,69,26,94,Chc,Chc,13-07-2023 10:07,KCEW
13/07/2023,22,76,74,76,6,SW,,62,26,94,Chc,Chc,13-07-2023 10:07,KCEW
13/07/2023,23,76,74,76,5,SW,,69,26,94,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,00,74,74,,5,SW,,77,26,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,01,76,74,76,5,SW,,85,38,94,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,02,74,74,,5,SW,,83,38,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,03,74,74,,5,SW,,81,38,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,04,74,74,,5,SW,,79,38,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,05,73,73,,5,SW,,76,38,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,06,73,73,,5,SW,,74,38,100,Chc,Chc,13-07-2023 10:07,KCEW
14/07/2023,07,77,75,77,6,SW,,71,61,94,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,08,80,76,86,6,SW,,76,61,88,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,09,84,77,94,6,W,,81,61,80,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,10,87,77,99,6,W,,86,61,72,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,11,89,77,102,7,SW,,89,61,68,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,12,90,76,102,7,SW,,92,61,64,Lkly,Lkly,13-07-2023 10:07,KCEW
14/07/2023,13,90,76,102,7,SW,,95,82,64,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,14,90,76,102,8,SW,,90,82,64,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,15,89,76,100,8,SW,,85,82,66,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,16,87,76,98,8,SW,,80,82,70,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,17,85,76,94,8,SW,,80,82,75,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,18,83,76,91,7,SW,,80,82,80,Ocnl,Ocnl,13-07-2023 10:07,KCEW
14/07/2023,19,81,74,86,7,SW,,66,19,79,SChc,SChc,13-07-2023 10:07,KCEW
14/07/2023,20,78,74,78,7,SW,,67,19,88,SChc,SChc,13-07-2023 10:07,KCEW
14/07/2023,21,76,73,76,6,SW,,69,19,90,SChc,SChc,13-07-2023 10:07,KCEW
14/07/2023,22,75,73,75,6,SW,,70,19,94,SChc,SChc,13-07-2023 10:07,KCEW
14/07/2023,23,74,73,,6,SW,,64,19,97,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,00,73,73,,6,SW,,58,19,100,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,01,73,73,,6,SW,,52,15,100,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,02,73,73,,6,SW,,52,15,100,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,03,73,72,,5,SW,,51,15,97,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,04,73,72,,5,SW,,51,15,97,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,05,73,72,,5,SW,,54,15,97,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,06,74,72,,6,SW,,58,15,93,SChc,SChc,13-07-2023 10:07,KCEW
15/07/2023,07,76,73,76,6,SW,,61,44,90,Chc,Chc,13-07-2023 10:07,KCEW
15/07/2023,08,79,74,79,6,SW,,60,44,85,Chc,Chc,13-07-2023 10:07,KCEW
13/07/2023,09,85,77,96,5,W,,51,27,77,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,10,89,77,102,6,W,,38,47,68,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,11,91,76,103,5,W,,48,47,62,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,12,91,75,102,6,W,,54,47,60,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,13,91,75,102,7,SW,,56,53,60,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,14,92,75,103,7,SW,,62,53,58,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,15,89,75,99,9,SSW,,71,53,64,Chc,Chc,13-07-2023 10:07,KMAI
13/07/2023,16,89,75,99,10,SW,,68,59,64,Lkly,Lkly,13-07-2023 10:07,KMAI
13/07/2023,17,89,74,98,10,SW,,66,59,61,Lkly,Lkly,13-07-2023 10:07,KMAI
13/07/2023,18,85,75,94,9,W,,69,59,72,Lkly,Lkly,13-07-2023 10:07,KMAI
13/07/2023,19,83,75,90,7,W,,69,16,77,SChc,SChc,13-07-2023 10:07,KMAI
13/07/2023,20,80,76,86,6,W,,61,16,88,SChc,SChc,13-07-2023 10:07,KMAI
13/07/2023,21,79,76,79,5,WSW,,54,16,91,SChc,SChc,13-07-2023 10:07,KMAI
13/07/2023,22,79,75,79,5,SW,,47,17,88,SChc,SChc,13-07-2023 10:07,KMAI
13/07/2023,23,77,75,77,3,SSW,,30,17,94,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,00,77,76,77,3,SSW,,23,17,97,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,01,76,75,76,3,SSW,,20,20,97,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,02,76,75,76,3,SSW,,21,20,97,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,03,74,74,,3,SSW,,30,20,100,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,04,76,75,76,3,SW,,34,21,97,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,05,75,75,75,3,SW,,37,21,100,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,06,75,75,75,2,SW,,48,21,100,SChc,SChc,13-07-2023 10:07,KMAI
14/07/2023,07,77,76,77,3,SW,,53,47,97,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,08,80,77,87,3,SW,,61,47,91,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,09,85,77,96,5,WSW,,65,47,77,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,10,88,76,99,5,WSW,,71,47,68,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,11,87,76,98,6,WSW,,72,47,70,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,12,90,76,102,7,SW,,72,47,64,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,13,88,75,98,8,SW,,71,72,66,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,14,88,76,99,9,SW,,71,72,68,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,15,89,76,100,10,SW,,71,72,66,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,16,90,76,102,10,SW,,71,72,64,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,17,89,76,100,10,SW,,72,72,66,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,18,87,76,98,10,SW,,74,72,70,Lkly,Lkly,13-07-2023 10:07,KMAI
14/07/2023,19,85,76,94,9,SW,,75,25,75,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,20,82,76,89,8,SW,,75,25,82,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,21,80,76,86,6,SW,,74,25,88,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,22,79,76,79,5,SW,,73,25,91,Chc,Chc,13-07-2023 10:07,KMAI
14/07/2023,23,78,75,78,5,SW,,67,25,91,Chc,Chc,13-07-2023 10:07,KMAI
15/07/2023,00,78,75,78,5,SW,,54,25,91,Chc,Chc,13-07-2023 10:07,KMAI
15/07/2023,01,78,75,78,3,SSW,,47,15,91,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,02,77,75,77,3,SW,,48,15,94,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,03,77,75,77,3,SW,,48,15,94,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,04,76,75,76,2,SW,,49,15,97,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,05,76,75,76,3,SW,,49,15,97,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,06,76,75,76,3,SW,,50,15,97,SChc,SChc,13-07-2023 10:07,KMAI
15/07/2023,07,78,75,78,5,SW,,50,41,91,Chc,Chc,13-07-2023 10:07,KMAI
15/07/2023,08,81,76,87,6,SW,,53,41,85,Chc,Chc,13-07-2023 10:07,KMAI
